int(self),nb_people,self.times_found,self.times_found_walking,self.times_found_driving,self.times_found_resting
279,15,0,0,0,0
280,15,0,0,0,0
281,15,1,1,0,0
282,15,0,0,0,0
283,15,0,0,0,0
284,15,0,0,0,0
285,15,0,0,0,0
286,15,0,0,0,0
287,15,1,1,0,0
288,15,0,0,0,0
289,15,0,0,0,0
290,15,0,0,0,0
291,15,1,1,0,0
292,15,0,0,0,0
293,15,0,0,0,0
294,15,0,0,0,0
295,15,0,0,0,0
296,15,0,0,0,0
297,15,0,0,0,0
298,15,1,1,0,0
299,15,1,1,0,0
300,20,0,0,0,0
301,20,1,1,0,0
302,20,0,0,0,0
303,20,4,4,0,0
304,20,0,0,0,0
305,20,1,1,0,0
306,20,0,0,0,0
307,20,0,0,0,0
308,20,0,0,0,0
309,20,0,0,0,0
310,20,0,0,0,0
311,20,2,1,1,0
312,20,0,0,0,0
313,20,1,1,0,0
314,20,1,1,0,0
315,20,0,0,0,0
316,20,2,0,0,2
317,20,0,0,0,0
318,20,3,3,0,0
319,20,0,0,0,0
320,20,0,0,0,0
321,20,0,0,0,0
322,20,0,0,0,0
323,20,0,0,0,0
324,20,0,0,0,0
325,20,1,1,0,0
326,20,1,1,0,0
327,20,0,0,0,0
328,20,20,0,20,0
329,20,1,1,0,0
330,20,0,0,0,0
331,20,1,1,0,0
332,20,0,0,0,0
333,20,1,1,0,0
334,20,1,0,1,0
335,20,1,1,0,0
336,20,0,0,0,0
337,20,0,0,0,0
338,20,0,0,0,0
339,20,0,0,0,0
340,20,0,0,0,0
341,20,0,0,0,0
342,20,1,1,0,0
343,20,0,0,0,0
344,20,0,0,0,0
345,20,0,0,0,0
346,20,1,1,0,0
347,20,0,0,0,0
348,20,0,0,0,0
349,20,0,0,0,0
350,20,0,0,0,0
351,20,0,0,0,0
352,20,137,137,0,0
353,20,0,0,0,0
354,20,1,1,0,0
355,20,2,2,0,0
356,20,0,0,0,0
357,20,0,0,0,0
358,20,1,1,0,0
359,20,0,0,0,0
360,20,1,1,0,0
361,20,0,0,0,0
362,20,2,2,0,0
363,20,1,1,0,0
364,20,1,0,0,1
365,20,1,1,0,0
366,20,0,0,0,0
367,20,0,0,0,0
368,20,3,3,0,0
369,20,0,0,0,0
370,20,1,1,0,0
371,20,0,0,0,0
372,20,1,1,0,0
373,20,1,1,0,0
374,20,0,0,0,0
375,20,1,1,0,0
376,20,0,0,0,0
377,20,0,0,0,0
378,20,0,0,0,0
379,20,0,0,0,0
380,20,0,0,0,0
381,20,2,1,0,1
382,20,0,0,0,0
383,20,0,0,0,0
384,20,0,0,0,0
385,20,0,0,0,0
386,20,1,1,0,0
387,20,0,0,0,0
388,20,0,0,0,0
389,20,1,1,0,0
390,20,0,0,0,0
391,20,1,1,0,0
392,20,1,1,0,0
393,20,0,0,0,0
394,20,2,1,0,1
395,20,0,0,0,0
396,20,1,1,0,0
397,20,3,2,1,0
398,20,0,0,0,0
399,20,1,0,0,1
400,25,0,0,0,0
401,25,2,1,0,1
402,25,0,0,0,0
403,25,0,0,0,0
404,25,5,5,0,0
405,25,5,4,1,0
406,25,1,1,0,0
407,25,0,0,0,0
408,25,0,0,0,0
409,25,2,2,0,0
410,25,0,0,0,0
411,25,0,0,0,0
412,25,0,0,0,0
413,25,0,0,0,0
414,25,0,0,0,0
415,25,0,0,0,0
416,25,1,1,0,0
417,25,1,1,0,0
418,25,1,1,0,0
419,25,0,0,0,0
420,25,0,0,0,0
421,25,1,1,0,0
422,25,2,2,0,0
423,25,0,0,0,0
424,25,0,0,0,0
425,25,0,0,0,0
426,25,0,0,0,0
427,25,0,0,0,0
428,25,5,0,5,0
429,25,0,0,0,0
430,25,1,1,0,0
431,25,1,1,0,0
432,25,52,52,0,0
433,25,1,1,0,0
434,25,0,0,0,0
435,25,0,0,0,0
436,25,2,2,0,0
437,25,0,0,0,0
438,25,1,0,0,1
439,25,1,1,0,0
440,25,0,0,0,0
441,25,2,2,0,0
442,25,1,1,0,0
443,25,1,1,0,0
444,25,0,0,0,0
445,25,0,0,0,0
446,25,0,0,0,0
447,25,0,0,0,0
448,25,1,0,0,1
449,25,0,0,0,0
450,25,0,0,0,0
451,25,0,0,0,0
452,25,3,3,0,0
453,25,1,1,0,0
454,25,0,0,0,0
455,25,0,0,0,0
456,25,1,1,0,0
457,25,0,0,0,0
458,25,0,0,0,0
459,25,1,1,0,0
460,25,0,0,0,0
461,25,0,0,0,0
462,25,1,1,0,0
463,25,0,0,0,0
464,25,0,0,0,0
465,25,0,0,0,0
466,25,1,1,0,0
467,25,0,0,0,0
468,25,0,0,0,0
469,25,0,0,0,0
470,25,0,0,0,0
471,25,2,1,0,1
472,25,1,1,0,0
473,25,0,0,0,0
474,25,0,0,0,0
475,25,0,0,0,0
476,25,1,1,0,0
477,25,0,0,0,0
478,25,1,1,0,0
479,25,0,0,0,0
480,25,0,0,0,0
481,25,0,0,0,0
482,25,0,0,0,0
483,25,0,0,0,0
484,25,1,1,0,0
485,25,1,1,0,0
486,25,2,2,0,0
487,25,0,0,0,0
488,25,1,1,0,0
489,25,0,0,0,0
490,25,0,0,0,0
491,25,0,0,0,0
492,25,1,0,0,1
493,25,0,0,0,0
494,25,2,2,0,0
495,25,0,0,0,0
496,25,9,6,1,2
497,25,2,2,0,0
498,25,0,0,0,0
499,25,1,0,0,1
500,30,0,0,0,0
501,30,0,0,0,0
502,30,0,0,0,0
503,30,1,0,1,0
504,30,1,1,0,0
505,30,0,0,0,0
506,30,0,0,0,0
507,30,2,2,0,0
508,30,0,0,0,0
509,30,1,1,0,0
510,30,1,1,0,0
511,30,0,0,0,0
512,30,0,0,0,0
513,30,2,2,0,0
514,30,0,0,0,0
515,30,2,2,0,0
516,30,1,1,0,0
517,30,2,1,0,1
518,30,0,0,0,0
519,30,1,1,0,0
520,30,0,0,0,0
521,30,2,2,0,0
522,30,1,1,0,0
523,30,1,1,0,0
524,30,1,1,0,0
525,30,0,0,0,0
526,30,1,1,0,0
527,30,1,1,0,0
528,30,1,1,0,0
529,30,0,0,0,0
530,30,2,2,0,0
531,30,2,2,0,0
532,30,1,0,0,1
533,30,0,0,0,0
534,30,0,0,0,0
535,30,7,3,2,2
536,30,2,2,0,0
537,30,0,0,0,0
538,30,1,1,0,0
539,30,0,0,0,0
540,30,0,0,0,0
541,30,0,0,0,0
542,30,0,0,0,0
543,30,54,54,0,0
544,30,5,4,0,1
545,30,1,0,0,1
546,30,2,1,1,0
547,30,0,0,0,0
548,30,0,0,0,0
549,30,5,4,1,0
550,30,1,1,0,0
551,30,0,0,0,0
552,30,0,0,0,0
553,30,2,2,0,0
554,30,0,0,0,0
555,30,0,0,0,0
556,30,0,0,0,0
557,30,1,1,0,0
558,30,0,0,0,0
559,30,2,2,0,0
560,30,0,0,0,0
561,30,2,2,0,0
562,30,1,1,0,0
563,30,1,0,0,1
564,30,1,1,0,0
565,30,2,2,0,0
566,30,0,0,0,0
567,30,1,1,0,0
568,30,2,2,0,0
569,30,11,9,0,2
570,30,0,0,0,0
571,30,0,0,0,0
572,30,0,0,0,0
573,30,0,0,0,0
574,30,0,0,0,0
575,30,1,1,0,0
576,30,0,0,0,0
577,30,1,0,0,1
578,30,0,0,0,0
579,30,0,0,0,0
580,30,1,1,0,0
581,30,0,0,0,0
582,30,5,5,0,0
583,30,7,7,0,0
584,30,0,0,0,0
585,30,0,0,0,0
586,30,2,2,0,0
587,30,1,1,0,0
588,30,0,0,0,0
589,30,0,0,0,0
590,30,0,0,0,0
591,30,0,0,0,0
592,30,0,0,0,0
593,30,1,1,0,0
594,30,1,0,0,1
595,30,0,0,0,0
596,30,0,0,0,0
597,30,0,0,0,0
598,30,0,0,0,0
599,30,0,0,0,0
600,35,1,1,0,0
601,35,1,1,0,0
602,35,0,0,0,0
603,35,0,0,0,0
604,35,0,0,0,0
605,35,1,1,0,0
606,35,0,0,0,0
607,35,0,0,0,0
608,35,1,1,0,0
609,35,0,0,0,0
610,35,0,0,0,0
611,35,0,0,0,0
612,35,3,2,0,1
613,35,0,0,0,0
614,35,1,1,0,0
615,35,1,1,0,0
616,35,0,0,0,0
617,35,0,0,0,0
618,35,9,0,9,0
619,35,0,0,0,0
620,35,3,3,0,0
621,35,0,0,0,0
622,35,0,0,0,0
623,35,1,1,0,0
624,35,3,2,1,0
625,35,3,1,0,2
626,35,1,1,0,0
627,35,0,0,0,0
628,35,13,0,12,1
629,35,0,0,0,0
630,35,0,0,0,0
631,35,5,5,0,0
632,35,2,1,1,0
633,35,4,4,0,0
634,35,0,0,0,0
635,35,0,0,0,0
636,35,1,0,0,1
637,35,0,0,0,0
638,35,2,2,0,0
639,35,1,1,0,0
640,35,0,0,0,0
641,35,0,0,0,0
642,35,0,0,0,0
643,35,22,22,0,0
644,35,1,1,0,0
645,35,0,0,0,0
646,35,1,1,0,0
647,35,0,0,0,0
648,35,0,0,0,0
649,35,0,0,0,0
650,35,0,0,0,0
651,35,0,0,0,0
652,35,0,0,0,0
653,35,1,1,0,0
654,35,0,0,0,0
655,35,1,1,0,0
656,35,72,72,0,0
657,35,0,0,0,0
658,35,0,0,0,0
659,35,2,1,0,1
660,35,0,0,0,0
661,35,0,0,0,0
662,35,1,1,0,0
663,35,0,0,0,0
664,35,1,1,0,0
665,35,0,0,0,0
666,35,0,0,0,0
667,35,1,1,0,0
668,35,0,0,0,0
669,35,1,1,0,0
670,35,0,0,0,0
671,35,3,3,0,0
672,35,0,0,0,0
673,35,2,1,0,1
674,35,1,1,0,0
675,35,2,2,0,0
676,35,0,0,0,0
677,35,5,5,0,0
678,35,0,0,0,0
679,35,1,1,0,0
680,35,10,0,10,0
681,35,1,0,1,0
682,35,0,0,0,0
683,35,2,0,0,2
684,35,0,0,0,0
685,35,2,2,0,0
686,35,2,2,0,0
687,35,2,2,0,0
688,35,0,0,0,0
689,35,2,2,0,0
690,35,3,3,0,0
691,35,0,0,0,0
692,35,1,1,0,0
693,35,3,2,0,1
694,35,2,2,0,0
695,35,1,1,0,0
696,35,1,1,0,0
697,35,0,0,0,0
698,35,0,0,0,0
699,35,0,0,0,0
700,40,0,0,0,0
701,40,0,0,0,0
702,40,3,3,0,0
703,40,2,1,0,1
704,40,0,0,0,0
705,40,1,1,0,0
706,40,0,0,0,0
707,40,1,1,0,0
708,40,1,0,0,1
709,40,2,1,0,1
710,40,0,0,0,0
711,40,0,0,0,0
712,40,0,0,0,0
713,40,0,0,0,0
714,40,1,0,1,0
715,40,0,0,0,0
716,40,2,1,0,1
717,40,0,0,0,0
718,40,0,0,0,0
719,40,1,1,0,0
720,40,0,0,0,0
721,40,2,2,0,0
722,40,9,9,0,0
723,40,0,0,0,0
724,40,1,1,0,0
725,40,4,3,1,0
726,40,0,0,0,0
727,40,2,2,0,0
728,40,0,0,0,0
729,40,0,0,0,0
730,40,0,0,0,0
731,40,0,0,0,0
732,40,2,1,0,1
733,40,1,1,0,0
734,40,0,0,0,0
735,40,0,0,0,0
736,40,1,1,0,0
737,40,5,4,0,1
738,40,1,1,0,0
739,40,1,0,1,0
740,40,1,1,0,0
741,40,1,1,0,0
742,40,1,1,0,0
743,40,66,66,0,0
744,40,0,0,0,0
745,40,1,1,0,0
746,40,0,0,0,0
747,40,0,0,0,0
748,40,1,1,0,0
749,40,0,0,0,0
750,40,0,0,0,0
751,40,6,6,0,0
752,40,1,1,0,0
753,40,2,2,0,0
754,40,1,1,0,0
755,40,1,0,0,1
756,40,53,53,0,0
757,40,1,1,0,0
758,40,0,0,0,0
759,40,0,0,0,0
760,40,3,2,0,1
761,40,0,0,0,0
762,40,2,2,0,0
763,40,0,0,0,0
764,40,0,0,0,0
765,40,2,1,0,1
766,40,2,2,0,0
767,40,0,0,0,0
768,40,0,0,0,0
769,40,9,8,0,1
770,40,2,2,0,0
771,40,4,3,0,1
772,40,1,0,1,0
773,40,2,2,0,0
774,40,0,0,0,0
775,40,3,2,1,0
776,40,0,0,0,0
777,40,0,0,0,0
778,40,2,2,0,0
779,40,0,0,0,0
780,40,1,1,0,0
781,40,2,2,0,0
782,40,5,3,0,2
783,40,0,0,0,0
784,40,1,1,0,0
785,40,2,2,0,0
786,40,0,0,0,0
787,40,0,0,0,0
788,40,0,0,0,0
789,40,0,0,0,0
790,40,0,0,0,0
791,40,0,0,0,0
792,40,1,1,0,0
793,40,1,1,0,0
794,40,4,3,0,1
795,40,0,0,0,0
796,40,1,0,0,1
797,40,2,1,0,1
798,40,1,1,0,0
799,40,1,1,0,0
800,45,0,0,0,0
801,45,1,1,0,0
802,45,0,0,0,0
803,45,2,2,0,0
804,45,1,1,0,0
805,45,2,2,0,0
806,45,0,0,0,0
807,45,0,0,0,0
808,45,2,2,0,0
809,45,0,0,0,0
810,45,1,1,0,0
811,45,1,1,0,0
812,45,1,1,0,0
813,45,3,3,0,0
814,45,6,4,1,1
815,45,1,1,0,0
816,45,0,0,0,0
817,45,1,0,0,1
818,45,1,0,0,1
819,45,0,0,0,0
820,45,0,0,0,0
821,45,1,1,0,0
822,45,0,0,0,0
823,45,1,1,0,0
824,45,0,0,0,0
825,45,8,7,1,0
826,45,1,1,0,0
827,45,0,0,0,0
828,45,0,0,0,0
829,45,2,2,0,0
830,45,1,1,0,0
831,45,1,1,0,0
832,45,1,1,0,0
833,45,3,2,0,1
834,45,52,52,0,0
835,45,2,2,0,0
836,45,0,0,0,0
837,45,1,1,0,0
838,45,0,0,0,0
839,45,0,0,0,0
840,45,2,2,0,0
841,45,3,3,0,0
842,45,1,1,0,0
843,45,1,1,0,0
844,45,0,0,0,0
845,45,2,2,0,0
846,45,2,1,0,1
847,45,2,1,1,0
848,45,2,1,1,0
849,45,0,0,0,0
850,45,1,0,0,1
851,45,1,1,0,0
852,45,2,0,0,2
853,45,2,1,0,1
854,45,0,0,0,0
855,45,2,2,0,0
856,45,68,68,0,0
857,45,2,2,0,0
858,45,1,1,0,0
859,45,0,0,0,0
860,45,0,0,0,0
861,45,0,0,0,0
862,45,1,1,0,0
863,45,0,0,0,0
864,45,0,0,0,0
865,45,0,0,0,0
866,45,1,0,1,0
867,45,1,1,0,0
868,45,1,1,0,0
869,45,1,0,1,0
870,45,0,0,0,0
871,45,0,0,0,0
872,45,1,1,0,0
873,45,2,1,0,1
874,45,0,0,0,0
875,45,1,1,0,0
876,45,2,2,0,0
877,45,1,1,0,0
878,45,0,0,0,0
879,45,2,1,0,1
880,45,2,1,0,1
881,45,1,1,0,0
882,45,1,1,0,0
883,45,3,3,0,0
884,45,0,0,0,0
885,45,1,0,0,1
886,45,1,1,0,0
887,45,0,0,0,0
888,45,0,0,0,0
889,45,1,1,0,0
890,45,0,0,0,0
891,45,0,0,0,0
892,45,0,0,0,0
893,45,1,1,0,0
894,45,3,3,0,0
895,45,0,0,0,0
896,45,0,0,0,0
897,45,0,0,0,0
898,45,1,1,0,0
899,45,2,2,0,0
900,50,0,0,0,0
901,50,7,7,0,0
902,50,0,0,0,0
903,50,0,0,0,0
904,50,2,2,0,0
905,50,0,0,0,0
906,50,2,2,0,0
907,50,2,2,0,0
908,50,0,0,0,0
909,50,1,1,0,0
910,50,1,1,0,0
911,50,1,1,0,0
912,50,0,0,0,0
913,50,4,3,0,1
914,50,0,0,0,0
915,50,0,0,0,0
916,50,1,1,0,0
917,50,2,2,0,0
918,50,0,0,0,0
919,50,1,0,0,1
920,50,1,1,0,0
921,50,2,2,0,0
922,50,3,2,0,1
923,50,2,2,0,0
924,50,0,0,0,0
925,50,0,0,0,0
926,50,0,0,0,0
927,50,1,1,0,0
928,50,6,6,0,0
929,50,0,0,0,0
930,50,2,1,1,0
931,50,0,0,0,0
932,50,2,2,0,0
933,50,3,3,0,0
934,50,868,867,0,1
935,50,2,2,0,0
936,50,1,1,0,0
937,50,2,2,0,0
938,50,2,2,0,0
939,50,1,1,0,0
940,50,0,0,0,0
941,50,1,1,0,0
942,50,1,0,0,1
943,50,2,2,0,0
944,50,2,2,0,0
945,50,0,0,0,0
946,50,1,1,0,0
947,50,2,1,0,1
948,50,0,0,0,0
949,50,1,0,0,1
950,50,1,1,0,0
951,50,3,3,0,0
952,50,117,117,0,0
953,50,1,1,0,0
954,50,0,0,0,0
955,50,2,2,0,0
956,50,1,1,0,0
957,50,1,1,0,0
958,50,0,0,0,0
959,50,1,1,0,0
960,50,0,0,0,0
961,50,1,0,0,1
962,50,0,0,0,0
963,50,2,2,0,0
964,50,1,1,0,0
965,50,1,1,0,0
966,50,0,0,0,0
967,50,2,2,0,0
968,50,0,0,0,0
969,50,0,0,0,0
970,50,1,0,0,1
971,50,2,2,0,0
972,50,0,0,0,0
973,50,0,0,0,0
974,50,1,1,0,0
975,50,0,0,0,0
976,50,2,1,0,1
977,50,0,0,0,0
978,50,0,0,0,0
979,50,1,1,0,0
980,50,7,0,7,0
981,50,5,0,5,0
982,50,7,7,0,0
983,50,0,0,0,0
984,50,2,2,0,0
985,50,0,0,0,0
986,50,1,1,0,0
987,50,0,0,0,0
988,50,2,1,0,1
989,50,1,1,0,0
990,50,1,1,0,0
991,50,0,0,0,0
992,50,2,2,0,0
993,50,1,1,0,0
994,50,2,1,0,1
995,50,0,0,0,0
996,50,1,1,0,0
997,50,1,1,0,0
998,50,2,1,0,1
999,50,0,0,0,0
1000,55,1,1,0,0
1001,55,2,2,0,0
1002,55,1,1,0,0
1003,55,2,2,0,0
1004,55,2,1,1,0
1005,55,1,1,0,0
1006,55,1,1,0,0
1007,55,2,2,0,0
1008,55,0,0,0,0
1009,55,11,9,0,2
1010,55,1,1,0,0
1011,55,1,1,0,0
1012,55,3,3,0,0
1013,55,3,1,0,2
1014,55,3,1,1,1
1015,55,4,2,2,0
1016,55,2,2,0,0
1017,55,2,2,0,0
1018,55,1,1,0,0
1019,55,1,1,0,0
1020,55,2,1,0,1
1021,55,1,1,0,0
1022,55,51,51,0,0
1023,55,0,0,0,0
1024,55,3,2,0,1
1025,55,0,0,0,0
1026,55,0,0,0,0
1027,55,1,1,0,0
1028,55,2,2,0,0
1029,55,18,2,15,1
1030,55,1,1,0,0
1031,55,5,3,0,2
1032,55,8,6,0,2
1033,55,0,0,0,0
1034,55,55,55,0,0
1035,55,2,1,0,1
1036,55,3,2,0,1
1037,55,3,2,0,1
1038,55,2,1,0,1
1039,55,0,0,0,0
1040,55,0,0,0,0
1041,55,4,3,0,1
1042,55,1,1,0,0
1043,55,1,1,0,0
1044,55,4,4,0,0
1045,55,4,4,0,0
1046,55,0,0,0,0
1047,55,1,1,0,0
1048,55,12,10,1,1
1049,55,2,2,0,0
1050,55,2,1,0,1
1051,55,1,1,0,0
1052,55,1,1,0,0
1053,55,2,1,1,0
1054,55,2,2,0,0
1055,55,2,1,0,1
1056,55,1,1,0,0
1057,55,0,0,0,0
1058,55,2,2,0,0
1059,55,2,1,1,0
1060,55,70,70,0,0
1061,55,0,0,0,0
1062,55,75,74,1,0
1063,55,0,0,0,0
1064,55,0,0,0,0
1065,55,2,1,1,0
1066,55,1,1,0,0
1067,55,1,1,0,0
1068,55,0,0,0,0
1069,55,0,0,0,0
1070,55,0,0,0,0
1071,55,2,2,0,0
1072,55,0,0,0,0
1073,55,1,1,0,0
1074,55,0,0,0,0
1075,55,0,0,0,0
1076,55,1,0,0,1
1077,55,2,1,0,1
1078,55,0,0,0,0
1079,55,1,1,0,0
1080,55,1,1,0,0
1081,55,3,3,0,0
1082,55,0,0,0,0
1083,55,1,1,0,0
1084,55,0,0,0,0
1085,55,0,0,0,0
1086,55,2,2,0,0
1087,55,1,1,0,0
1088,55,1,1,0,0
1089,55,2,1,0,1
1090,55,2,2,0,0
1091,55,2,1,0,1
1092,55,1,1,0,0
1093,55,4,3,0,1
1094,55,0,0,0,0
1095,55,2,1,0,1
1096,55,3,3,0,0
1097,55,0,0,0,0
1098,55,1,1,0,0
1099,55,0,0,0,0
1100,60,0,0,0,0
1101,60,1,1,0,0
1102,60,1,1,0,0
1103,60,2,1,1,0
1104,60,3,2,0,1
1105,60,1,1,0,0
1106,60,4,4,0,0
1107,60,2,2,0,0
1108,60,1,1,0,0
1109,60,0,0,0,0
1110,60,1,1,0,0
1111,60,1,1,0,0
1112,60,0,0,0,0
1113,60,0,0,0,0
1114,60,1,1,0,0
1115,60,0,0,0,0
1116,60,2,2,0,0
1117,60,3,2,0,1
1118,60,1,1,0,0
1119,60,0,0,0,0
1120,60,4,3,0,1
1121,60,0,0,0,0
1122,60,1,0,0,1
1123,60,3,2,0,1
1124,60,3,2,0,1
1125,60,0,0,0,0
1126,60,2,2,0,0
1127,60,1,1,0,0
1128,60,2,1,0,1
1129,60,20,2,18,0
1130,60,60,59,0,1
1131,60,2,2,0,0
1132,60,6,5,1,0
1133,60,2,2,0,0
1134,60,1,1,0,0
1135,60,0,0,0,0
1136,60,1,1,0,0
1137,60,3,3,0,0
1138,60,0,0,0,0
1139,60,1,1,0,0
1140,60,2,1,0,1
1141,60,0,0,0,0
1142,60,0,0,0,0
1143,60,0,0,0,0
1144,60,4,3,0,1
1145,60,2,1,0,1
1146,60,0,0,0,0
